"Area" "Taxa" "Year" "Trait" "Variable" "Value"
"3249" "EBS" "Zooplankton" 2009 "Feeding.current" "biomass" 0.872818997641694
"3252" "EBS" "Zooplankton" 2009 "Free.spawner" "abundance" 0.923400529991857
"3253" "EBS" "Zooplankton" 2009 "Free.spawner" "biomass" 0.984725556061327
"3254" "EBS" "Zooplankton" 2009 "Herbivore" "abundance" 0.893079349624399
"3255" "EBS" "Zooplankton" 2009 "Herbivore" "biomass" 0.934377306218668
"3256" "EBS" "Zooplankton" 2009 "Resting.egg" "abundance" 0.774165067965805
"3257" "EBS" "Zooplankton" 2009 "Resting.egg" "biomass" 0.827730109858175
"3258" "EBS" "Zooplankton" 2009 "Size." "abundance" 1.47814466060652
"3259" "EBS" "Zooplankton" 2009 "Size." "biomass" 1.43737780780381
"3260" "EBS" "Zooplankton" 2010 "Ambush.feeder" "abundance" 0.219932301177888
"3261" "EBS" "Zooplankton" 2010 "Ambush.feeder" "biomass" 0.125802037375179
"3262" "EBS" "Zooplankton" 2010 "Carnivore" "abundance" 0.111670087696662
"3263" "EBS" "Zooplankton" 2010 "Carnivore" "biomass" 0.094308701581607
"3264" "EBS" "Zooplankton" 2010 "Cruise.feeder" "abundance" 0.0616704984826162
"3265" "EBS" "Zooplankton" 2010 "Cruise.feeder" "biomass" 0.0618924696344425
"3272" "EBS" "Zooplankton" 2010 "Feeding.current" "abundance" 0.716528397355175
"3273" "EBS" "Zooplankton" 2010 "Feeding.current" "biomass" 0.810429963607517
"3276" "EBS" "Zooplankton" 2010 "Free.spawner" "abundance" 0.934600639470075
"3277" "EBS" "Zooplankton" 2010 "Free.spawner" "biomass" 0.995301774432842
"3278" "EBS" "Zooplankton" 2010 "Herbivore" "abundance" 0.888329912303338
"3279" "EBS" "Zooplankton" 2010 "Herbivore" "biomass" 0.905691298418393
"3280" "EBS" "Zooplankton" 2010 "Resting.egg" "abundance" 0.74016392958121
"3281" "EBS" "Zooplankton" 2010 "Resting.egg" "biomass" 0.714642125225115
"3282" "EBS" "Zooplankton" 2010 "Size." "abundance" 1.45843249621746
"3283" "EBS" "Zooplankton" 2010 "Size." "biomass" 1.64695949780358
"3284" "EBS" "Zooplankton" 2011 "Ambush.feeder" "abundance" 0.212628603795069
"3285" "EBS" "Zooplankton" 2011 "Ambush.feeder" "biomass" 0.0689897827126726
"3286" "EBS" "Zooplankton" 2011 "Carnivore" "abundance" 0.0491473655370852
"3287" "EBS" "Zooplankton" 2011 "Carnivore" "biomass" 0.0156332777164912
"3288" "EBS" "Zooplankton" 2011 "Cruise.feeder" "abundance" 0.0324372612544762
"3289" "EBS" "Zooplankton" 2011 "Cruise.feeder" "biomass" 0.0103179632928842
"3296" "EBS" "Zooplankton" 2011 "Feeding.current" "abundance" 0.753951187639713
"3297" "EBS" "Zooplankton" 2011 "Feeding.current" "biomass" 0.920379588440113
"3300" "EBS" "Zooplankton" 2011 "Free.spawner" "abundance" 1
"3301" "EBS" "Zooplankton" 2011 "Free.spawner" "biomass" 1
"3302" "EBS" "Zooplankton" 2011 "Herbivore" "abundance" 0.950852634462915
"3303" "EBS" "Zooplankton" 2011 "Herbivore" "biomass" 0.984366722283509
"3304" "EBS" "Zooplankton" 2011 "Resting.egg" "abundance" 0.708904253828849
"3305" "EBS" "Zooplankton" 2011 "Resting.egg" "biomass" 0.415427742592758
"3306" "EBS" "Zooplankton" 2011 "Size." "abundance" 1.48046432348845
"3307" "EBS" "Zooplankton" 2011 "Size." "biomass" 1.77223617714039
"3308" "EBS" "Zooplankton" 2012 "Ambush.feeder" "abundance" 0.205185140591128
"3309" "EBS" "Zooplankton" 2012 "Ambush.feeder" "biomass" 0.120050008841227
"3310" "EBS" "Zooplankton" 2012 "Carnivore" "abundance" 0.034874025655959
"3311" "EBS" "Zooplankton" 2012 "Carnivore" "biomass" 0.00426853288359945
"3312" "EBS" "Zooplankton" 2012 "Cruise.feeder" "abundance" 0.0230168569329329
"3313" "EBS" "Zooplankton" 2012 "Cruise.feeder" "biomass" 0.00281723170317564
"3320" "EBS" "Zooplankton" 2012 "Feeding.current" "abundance" 0.77110052196282
"3321" "EBS" "Zooplankton" 2012 "Feeding.current" "biomass" 0.877047388797926
"3324" "EBS" "Zooplankton" 2012 "Free.spawner" "abundance" 1
"3325" "EBS" "Zooplankton" 2012 "Free.spawner" "biomass" 1
"3326" "EBS" "Zooplankton" 2012 "Herbivore" "abundance" 0.965125974344041
"3327" "EBS" "Zooplankton" 2012 "Herbivore" "biomass" 0.995731467116401
"3328" "EBS" "Zooplankton" 2012 "Resting.egg" "abundance" 0.752774350248127
"3329" "EBS" "Zooplankton" 2012 "Resting.egg" "biomass" 0.765874666959816
"3330" "EBS" "Zooplankton" 2012 "Size." "abundance" 1.40848428162862
"3331" "EBS" "Zooplankton" 2012 "Size." "biomass" 1.56358117301834
"3332" "EBS" "Zooplankton" 2013 "Ambush.feeder" "abundance" 0.178345508451519
"3333" "EBS" "Zooplankton" 2013 "Ambush.feeder" "biomass" 0.0731011707969304
"3334" "EBS" "Zooplankton" 2013 "Carnivore" "abundance" 0.0835653665952019
"3335" "EBS" "Zooplankton" 2013 "Carnivore" "biomass" 0.039266841496171
"3336" "EBS" "Zooplankton" 2013 "Cruise.feeder" "abundance" 0.0551531419528333
"3337" "EBS" "Zooplankton" 2013 "Cruise.feeder" "biomass" 0.0259161153874729
"3344" "EBS" "Zooplankton" 2013 "Feeding.current" "abundance" 0.764830042263744
"3345" "EBS" "Zooplankton" 2013 "Feeding.current" "biomass" 0.900197376985673
"3348" "EBS" "Zooplankton" 2013 "Free.spawner" "abundance" 1
"3349" "EBS" "Zooplankton" 2013 "Free.spawner" "biomass" 1
"3350" "EBS" "Zooplankton" 2013 "Herbivore" "abundance" 0.916434633404798
"3351" "EBS" "Zooplankton" 2013 "Herbivore" "biomass" 0.960733158503829
"3352" "EBS" "Zooplankton" 2013 "Resting.egg" "abundance" 0.763212499189922
"3353" "EBS" "Zooplankton" 2013 "Resting.egg" "biomass" 0.665382465582139
"3354" "EBS" "Zooplankton" 2013 "Size." "abundance" 1.48590700178432
"3355" "EBS" "Zooplankton" 2013 "Size." "biomass" 1.59796162971322
"3356" "EBS" "Zooplankton" 2014 "Ambush.feeder" "abundance" 0.210815764865866
"3357" "EBS" "Zooplankton" 2014 "Ambush.feeder" "biomass" 0.147491322553718
"3358" "EBS" "Zooplankton" 2014 "Carnivore" "abundance" 0.12412865238672
"3359" "EBS" "Zooplankton" 2014 "Carnivore" "biomass" 0.0956960984810981
"3360" "EBS" "Zooplankton" 2014 "Cruise.feeder" "abundance" 0.0756481304639109
"3361" "EBS" "Zooplankton" 2014 "Cruise.feeder" "biomass" 0.0630382378586681
"3368" "EBS" "Zooplankton" 2014 "Feeding.current" "abundance" 0.711243737080407
"3369" "EBS" "Zooplankton" 2014 "Feeding.current" "biomass" 0.787560189955533
"3372" "EBS" "Zooplankton" 2014 "Free.spawner" "abundance" 0.965541841319521
"3373" "EBS" "Zooplankton" 2014 "Free.spawner" "biomass" 0.999105057911415
"3374" "EBS" "Zooplankton" 2014 "Herbivore" "abundance" 0.87587134761328
"3375" "EBS" "Zooplankton" 2014 "Herbivore" "biomass" 0.904303901518902
"3376" "EBS" "Zooplankton" 2014 "Resting.egg" "abundance" 0.770097890435035
"3377" "EBS" "Zooplankton" 2014 "Resting.egg" "biomass" 0.593120278218631
"3378" "EBS" "Zooplankton" 2014 "Size." "abundance" 1.44230569480766
"3379" "EBS" "Zooplankton" 2014 "Size." "biomass" 1.46411385994561
"3380" "EBS" "Zooplankton" 2015 "Ambush.feeder" "abundance" 0.245705357368308
"3381" "EBS" "Zooplankton" 2015 "Ambush.feeder" "biomass" 0.178637874250588
"3382" "EBS" "Zooplankton" 2015 "Carnivore" "abundance" 0.0912097780852568
"3383" "EBS" "Zooplankton" 2015 "Carnivore" "biomass" 0.0905568374928704
"3384" "EBS" "Zooplankton" 2015 "Cruise.feeder" "abundance" 0.0601984535362695
"3385" "EBS" "Zooplankton" 2015 "Cruise.feeder" "biomass" 0.0597675127452945
"3392" "EBS" "Zooplankton" 2015 "Feeding.current" "abundance" 0.692271993533718
"3393" "EBS" "Zooplankton" 2015 "Feeding.current" "biomass" 0.75978347625426
"3396" "EBS" "Zooplankton" 2015 "Free.spawner" "abundance" 1
"3397" "EBS" "Zooplankton" 2015 "Free.spawner" "biomass" 1
"3398" "EBS" "Zooplankton" 2015 "Herbivore" "abundance" 0.908790221914743
"3399" "EBS" "Zooplankton" 2015 "Herbivore" "biomass" 0.90944316250713
"3400" "EBS" "Zooplankton" 2015 "Resting.egg" "abundance" 0.786588793286325
"3401" "EBS" "Zooplankton" 2015 "Resting.egg" "biomass" 0.726175690650286
"3402" "EBS" "Zooplankton" 2015 "Size." "abundance" 1.36585181070496
"3403" "EBS" "Zooplankton" 2015 "Size." "biomass" 1.3943850164822
"3404" "EBS" "Zooplankton" 2016 "Ambush.feeder" "abundance" 0.248479862397619
"3405" "EBS" "Zooplankton" 2016 "Ambush.feeder" "biomass" 0.183648908391324
"3406" "EBS" "Zooplankton" 2016 "Carnivore" "abundance" 0.0644904358961936
"3407" "EBS" "Zooplankton" 2016 "Carnivore" "biomass" 0.0605458261375606
"3408" "EBS" "Zooplankton" 2016 "Cruise.feeder" "abundance" 0.0425636876914879
"3409" "EBS" "Zooplankton" 2016 "Cruise.feeder" "biomass" 0.03996024525079
"3416" "EBS" "Zooplankton" 2016 "Feeding.current" "abundance" 0.70766664119297
"3417" "EBS" "Zooplankton" 2016 "Feeding.current" "biomass" 0.775179929835135
"3420" "EBS" "Zooplankton" 2016 "Free.spawner" "abundance" 1
"3421" "EBS" "Zooplankton" 2016 "Free.spawner" "biomass" 1
"3422" "EBS" "Zooplankton" 2016 "Herbivore" "abundance" 0.935509564103806
"3423" "EBS" "Zooplankton" 2016 "Herbivore" "biomass" 0.93945417386244
"3424" "EBS" "Zooplankton" 2016 "Resting.egg" "abundance" 0.797336993142998
"3425" "EBS" "Zooplankton" 2016 "Resting.egg" "biomass" 0.722309614512911
"3426" "EBS" "Zooplankton" 2016 "Size." "abundance" 1.38088371816611
"3427" "EBS" "Zooplankton" 2016 "Size." "biomass" 1.48802772678386
"3432" "GoR" "Benthos" 1979 "Deposit.feeder" "abundance" 0.547107438016529
"3433" "GoR" "Benthos" 1979 "Direct.dvlpt" "abundance" 0.858677685950413
"3434" "GoR" "Benthos" 1979 "Epibenthic" "abundance" 0
"3438" "GoR" "Benthos" 1979 "Lecitotrophic" "abundance" 0.0706611570247934
"3440" "GoR" "Benthos" 1979 "Middle" "abundance" 0
"3441" "GoR" "Benthos" 1979 "Planktotrophic" "abundance" 0.0706611570247934
"3442" "GoR" "Benthos" 1979 "Predator" "abundance" 0.437190082644628
"3443" "GoR" "Benthos" 1979 "Scavenger" "abundance" 0
"3444" "GoR" "Benthos" 1979 "Size" "abundance" 2.93356697412829
"3445" "GoR" "Benthos" 1979 "Suspension.feeder" "abundance" 0.015702479338843
"3447" "GoR" "Benthos" 1979 "Top" "abundance" 1
"3454" "GoR" "Benthos" 1980 "Deposit.feeder" "abundance" 0.5
"3455" "GoR" "Benthos" 1980 "Direct.dvlpt" "abundance" 0.959614010007148
"3456" "GoR" "Benthos" 1980 "Epibenthic" "abundance" 0.000178699070764832
"3460" "GoR" "Benthos" 1980 "Lecitotrophic" "abundance" 0
"3462" "GoR" "Benthos" 1980 "Middle" "abundance" 0.020192994996426
"3463" "GoR" "Benthos" 1980 "Planktotrophic" "abundance" 0.0400285918513224
"3464" "GoR" "Benthos" 1980 "Predator" "abundance" 0.479985704074339
"3465" "GoR" "Benthos" 1980 "Scavenger" "abundance" 0
"3466" "GoR" "Benthos" 1980 "Size" "abundance" 2.39018179002811
"3467" "GoR" "Benthos" 1980 "Suspension.feeder" "abundance" 0.0200142959256612
"3469" "GoR" "Benthos" 1980 "Top" "abundance" 0.979449606862044
"3476" "GoR" "Benthos" 1981 "Deposit.feeder" "abundance" 0.357086145295752
"3477" "GoR" "Benthos" 1981 "Direct.dvlpt" "abundance" 0.97280666931322
"3478" "GoR" "Benthos" 1981 "Epibenthic" "abundance" 0.143013100436681
"3482" "GoR" "Benthos" 1981 "Lecitotrophic" "abundance" 0
"3484" "GoR" "Benthos" 1981 "Middle" "abundance" 0.0135966653433902
"3485" "GoR" "Benthos" 1981 "Planktotrophic" "abundance" 0.0269948392219135
"3486" "GoR" "Benthos" 1981 "Predator" "abundance" 0.486502580389043
"3487" "GoR" "Benthos" 1981 "Scavenger" "abundance" 0.142913854704248
"3488" "GoR" "Benthos" 1981 "Size" "abundance" 2.34448543683155
"3489" "GoR" "Benthos" 1981 "Suspension.feeder" "abundance" 0.0134974196109567
"3491" "GoR" "Benthos" 1981 "Top" "abundance" 0.843290988487495
"3498" "GoR" "Benthos" 1982 "Deposit.feeder" "abundance" 0.5
"3499" "GoR" "Benthos" 1982 "Direct.dvlpt" "abundance" 0.905829596412556
"3500" "GoR" "Benthos" 1982 "Epibenthic" "abundance" 0.00112107623318386
"3504" "GoR" "Benthos" 1982 "Lecitotrophic" "abundance" 0
"3506" "GoR" "Benthos" 1982 "Middle" "abundance" 0.047085201793722
"3507" "GoR" "Benthos" 1982 "Planktotrophic" "abundance" 0.0919282511210762
"3508" "GoR" "Benthos" 1982 "Predator" "abundance" 0.454035874439462
"3509" "GoR" "Benthos" 1982 "Scavenger" "abundance" 0
"3510" "GoR" "Benthos" 1982 "Size" "abundance" 1.93794280457031
"3511" "GoR" "Benthos" 1982 "Suspension.feeder" "abundance" 0.0459641255605381
"3513" "GoR" "Benthos" 1982 "Top" "abundance" 0.95067264573991
"3520" "GoR" "Benthos" 1983 "Deposit.feeder" "abundance" 0.21830985915493
"3521" "GoR" "Benthos" 1983 "Direct.dvlpt" "abundance" 0.998826291079812
"3522" "GoR" "Benthos" 1983 "Epibenthic" "abundance" 0.282276995305164
"3526" "GoR" "Benthos" 1983 "Lecitotrophic" "abundance" 0
"3528" "GoR" "Benthos" 1983 "Middle" "abundance" 0.000586854460093897
"3529" "GoR" "Benthos" 1983 "Planktotrophic" "abundance" 0
"3530" "GoR" "Benthos" 1983 "Predator" "abundance" 0.5
"3531" "GoR" "Benthos" 1983 "Scavenger" "abundance" 0.28169014084507
"3532" "GoR" "Benthos" 1983 "Size" "abundance" 2.81473227094261
"3533" "GoR" "Benthos" 1983 "Suspension.feeder" "abundance" 0
"3535" "GoR" "Benthos" 1983 "Top" "abundance" 0.716549295774648
"3542" "GoR" "Benthos" 1985 "Deposit.feeder" "abundance" 0.5
"3543" "GoR" "Benthos" 1985 "Direct.dvlpt" "abundance" 1
"3544" "GoR" "Benthos" 1985 "Epibenthic" "abundance" 0
"3548" "GoR" "Benthos" 1985 "Lecitotrophic" "abundance" 0
"3550" "GoR" "Benthos" 1985 "Middle" "abundance" 0
"3551" "GoR" "Benthos" 1985 "Planktotrophic" "abundance" 0
"3552" "GoR" "Benthos" 1985 "Predator" "abundance" 0.5
"3553" "GoR" "Benthos" 1985 "Scavenger" "abundance" 0
"3554" "GoR" "Benthos" 1985 "Size" "abundance" 1.79175946922805
"3555" "GoR" "Benthos" 1985 "Suspension.feeder" "abundance" 0
"3557" "GoR" "Benthos" 1985 "Top" "abundance" 1
"3564" "GoR" "Benthos" 1986 "Deposit.feeder" "abundance" 0.5
"3565" "GoR" "Benthos" 1986 "Direct.dvlpt" "abundance" 1
"3566" "GoR" "Benthos" 1986 "Epibenthic" "abundance" 0
"3570" "GoR" "Benthos" 1986 "Lecitotrophic" "abundance" 0
"3572" "GoR" "Benthos" 1986 "Middle" "abundance" 0
"3573" "GoR" "Benthos" 1986 "Planktotrophic" "abundance" 0
"3574" "GoR" "Benthos" 1986 "Predator" "abundance" 0.5
"3575" "GoR" "Benthos" 1986 "Scavenger" "abundance" 0
"3576" "GoR" "Benthos" 1986 "Size" "abundance" 1.79175946922805
"3577" "GoR" "Benthos" 1986 "Suspension.feeder" "abundance" 0
"3579" "GoR" "Benthos" 1986 "Top" "abundance" 1
"3586" "GoR" "Benthos" 1987 "Deposit.feeder" "abundance" 0.5
"3587" "GoR" "Benthos" 1987 "Direct.dvlpt" "abundance" 0.997512437810945
"3588" "GoR" "Benthos" 1987 "Epibenthic" "abundance" 0.00124378109452736
"3592" "GoR" "Benthos" 1987 "Lecitotrophic" "abundance" 0
"3594" "GoR" "Benthos" 1987 "Middle" "abundance" 0.00124378109452736
"3595" "GoR" "Benthos" 1987 "Planktotrophic" "abundance" 0
"3596" "GoR" "Benthos" 1987 "Predator" "abundance" 0.5
"3597" "GoR" "Benthos" 1987 "Scavenger" "abundance" 0
"3598" "GoR" "Benthos" 1987 "Size" "abundance" 1.80439118002934
"3599" "GoR" "Benthos" 1987 "Suspension.feeder" "abundance" 0
"3601" "GoR" "Benthos" 1987 "Top" "abundance" 0.996268656716418
"3608" "GoR" "Benthos" 1988 "Deposit.feeder" "abundance" 0.5
"3609" "GoR" "Benthos" 1988 "Direct.dvlpt" "abundance" 0.643744821872411
"3610" "GoR" "Benthos" 1988 "Epibenthic" "abundance" 0.000414250207125104
"3614" "GoR" "Benthos" 1988 "Lecitotrophic" "abundance" 0
"3616" "GoR" "Benthos" 1988 "Middle" "abundance" 0.178127589063795
"3617" "GoR" "Benthos" 1988 "Planktotrophic" "abundance" 0.355426677713339
"3618" "GoR" "Benthos" 1988 "Predator" "abundance" 0.322286661143331
"3619" "GoR" "Benthos" 1988 "Scavenger" "abundance" 0
"3620" "GoR" "Benthos" 1988 "Size" "abundance" 2.3171418638051
"3621" "GoR" "Benthos" 1988 "Suspension.feeder" "abundance" 0.177713338856669
"3623" "GoR" "Benthos" 1988 "Top" "abundance" 0.821043910521955
"3630" "GoR" "Benthos" 1989 "Deposit.feeder" "abundance" 0.5
"3631" "GoR" "Benthos" 1989 "Direct.dvlpt" "abundance" 0.483523447401774
"3632" "GoR" "Benthos" 1989 "Epibenthic" "abundance" 0.000528094634558513
"3636" "GoR" "Benthos" 1989 "Lecitotrophic" "abundance" 0
"3638" "GoR" "Benthos" 1989 "Middle" "abundance" 0.258238276299113
"3639" "GoR" "Benthos" 1989 "Planktotrophic" "abundance" 0.515420363329109
"3640" "GoR" "Benthos" 1989 "Predator" "abundance" 0.242289818335446
"3641" "GoR" "Benthos" 1989 "Scavenger" "abundance" 0
"3642" "GoR" "Benthos" 1989 "Size" "abundance" 2.55290272790286
"3643" "GoR" "Benthos" 1989 "Suspension.feeder" "abundance" 0.257710181664554
"3645" "GoR" "Benthos" 1989 "Top" "abundance" 0.74070553443177
"3652" "GoR" "Benthos" 1990 "Deposit.feeder" "abundance" 0.275706379260122
"3653" "GoR" "Benthos" 1990 "Direct.dvlpt" "abundance" 0.998106612292456
"3654" "GoR" "Benthos" 1990 "Epibenthic" "abundance" 0.22524031459365
"3658" "GoR" "Benthos" 1990 "Lecitotrophic" "abundance" 0
"3660" "GoR" "Benthos" 1990 "Middle" "abundance" 0.000946693853772211
"3661" "GoR" "Benthos" 1990 "Planktotrophic" "abundance" 0
"3662" "GoR" "Benthos" 1990 "Predator" "abundance" 0.5
"3663" "GoR" "Benthos" 1990 "Scavenger" "abundance" 0.224293620739878
"3664" "GoR" "Benthos" 1990 "Size" "abundance" 2.60513443075878
"3665" "GoR" "Benthos" 1990 "Suspension.feeder" "abundance" 0
"3667" "GoR" "Benthos" 1990 "Top" "abundance" 0.772866297698806
"3674" "GoR" "Benthos" 1991 "Deposit.feeder" "abundance" 0.00022212350066637
"3675" "GoR" "Benthos" 1991 "Direct.dvlpt" "abundance" 1
"3676" "GoR" "Benthos" 1991 "Epibenthic" "abundance" 0.499777876499334
"3680" "GoR" "Benthos" 1991 "Lecitotrophic" "abundance" 0
"3682" "GoR" "Benthos" 1991 "Middle" "abundance" 0
"3683" "GoR" "Benthos" 1991 "Planktotrophic" "abundance" 0
"3684" "GoR" "Benthos" 1991 "Predator" "abundance" 0.5
"3685" "GoR" "Benthos" 1991 "Scavenger" "abundance" 0.499777876499334
"3686" "GoR" "Benthos" 1991 "Size" "abundance" 3.5827229546848
"3687" "GoR" "Benthos" 1991 "Suspension.feeder" "abundance" 0
"3689" "GoR" "Benthos" 1991 "Top" "abundance" 0.500222123500666
"3696" "GoR" "Benthos" 1994 "Deposit.feeder" "abundance" 0.0135908440629471
"3697" "GoR" "Benthos" 1994 "Direct.dvlpt" "abundance" 1
"3698" "GoR" "Benthos" 1994 "Epibenthic" "abundance" 0.486409155937053
"3702" "GoR" "Benthos" 1994 "Lecitotrophic" "abundance" 0
"3704" "GoR" "Benthos" 1994 "Middle" "abundance" 0
"3705" "GoR" "Benthos" 1994 "Planktotrophic" "abundance" 0
"3706" "GoR" "Benthos" 1994 "Predator" "abundance" 0.5
"3707" "GoR" "Benthos" 1994 "Scavenger" "abundance" 0.486409155937053
"3708" "GoR" "Benthos" 1994 "Size" "abundance" 3.58351893845611
"3709" "GoR" "Benthos" 1994 "Suspension.feeder" "abundance" 0
"3711" "GoR" "Benthos" 1994 "Top" "abundance" 0.513590844062947
"3718" "GoR" "Benthos" 1997 "Deposit.feeder" "abundance" 0.5
"3719" "GoR" "Benthos" 1997 "Direct.dvlpt" "abundance" 1
"3720" "GoR" "Benthos" 1997 "Epibenthic" "abundance" 0
"3724" "GoR" "Benthos" 1997 "Lecitotrophic" "abundance" 0
"3726" "GoR" "Benthos" 1997 "Middle" "abundance" 0
"3727" "GoR" "Benthos" 1997 "Planktotrophic" "abundance" 0
"3728" "GoR" "Benthos" 1997 "Predator" "abundance" 0.5
"3729" "GoR" "Benthos" 1997 "Scavenger" "abundance" 0
"3730" "GoR" "Benthos" 1997 "Size" "abundance" 3.58351893845611
"3731" "GoR" "Benthos" 1997 "Suspension.feeder" "abundance" 0
"3733" "GoR" "Benthos" 1997 "Top" "abundance" 1
"3740" "GoR" "Benthos" 1998 "Deposit.feeder" "abundance" 0.5
"3741" "GoR" "Benthos" 1998 "Direct.dvlpt" "abundance" 1
"3742" "GoR" "Benthos" 1998 "Epibenthic" "abundance" 0
"3746" "GoR" "Benthos" 1998 "Lecitotrophic" "abundance" 0
"3748" "GoR" "Benthos" 1998 "Middle" "abundance" 0
"3749" "GoR" "Benthos" 1998 "Planktotrophic" "abundance" 0
"3750" "GoR" "Benthos" 1998 "Predator" "abundance" 0.5
"3751" "GoR" "Benthos" 1998 "Scavenger" "abundance" 0
"3752" "GoR" "Benthos" 1998 "Size" "abundance" 1.79175946922805
"3753" "GoR" "Benthos" 1998 "Suspension.feeder" "abundance" 0
"3755" "GoR" "Benthos" 1998 "Top" "abundance" 1
"3762" "GoR" "Benthos" 1999 "Deposit.feeder" "abundance" 0
"3763" "GoR" "Benthos" 1999 "Direct.dvlpt" "abundance" 1
"3764" "GoR" "Benthos" 1999 "Epibenthic" "abundance" 0.5
"3768" "GoR" "Benthos" 1999 "Lecitotrophic" "abundance" 0
"3770" "GoR" "Benthos" 1999 "Middle" "abundance" 0
"3771" "GoR" "Benthos" 1999 "Planktotrophic" "abundance" 0
"3772" "GoR" "Benthos" 1999 "Predator" "abundance" 0.5
"3773" "GoR" "Benthos" 1999 "Scavenger" "abundance" 0.5
"3774" "GoR" "Benthos" 1999 "Size" "abundance" 3.58351893845611
"3775" "GoR" "Benthos" 1999 "Suspension.feeder" "abundance" 0
"3777" "GoR" "Benthos" 1999 "Top" "abundance" 0.5
"3784" "GoR" "Benthos" 2001 "Deposit.feeder" "abundance" 0.0108937360720071
"3785" "GoR" "Benthos" 2001 "Direct.dvlpt" "abundance" 0.989559846532743
"3786" "GoR" "Benthos" 2001 "Epibenthic" "abundance" 0.484118018308064
"3790" "GoR" "Benthos" 2001 "Lecitotrophic" "abundance" 0.00999277369233496
"3792" "GoR" "Benthos" 2001 "Middle" "abundance" 0.00352130520593169
"3793" "GoR" "Benthos" 2001 "Planktotrophic" "abundance" 0.0004310973224441
"3794" "GoR" "Benthos" 2001 "Predator" "abundance" 0.504780838184945
"3795" "GoR" "Benthos" 2001 "Scavenger" "abundance" 0.484109877081825
"3796" "GoR" "Benthos" 2001 "Size" "abundance" 3.56983787970247
"3797" "GoR" "Benthos" 2001 "Suspension.feeder" "abundance" 0.00021554866122205
"3799" "GoR" "Benthos" 2001 "Top" "abundance" 0.508954992204371
"3806" "GoR" "Benthos" 2003 "Deposit.feeder" "abundance" 0.494734264739144
"3807" "GoR" "Benthos" 2003 "Direct.dvlpt" "abundance" 0.988759301635948
"3808" "GoR" "Benthos" 2003 "Epibenthic" "abundance" 1.68863771985886e-05
"3812" "GoR" "Benthos" 2003 "Lecitotrophic" "abundance" 0.0105314705217115
"3814" "GoR" "Benthos" 2003 "Middle" "abundance" 0.00382999919333514
"3815" "GoR" "Benthos" 2003 "Planktotrophic" "abundance" 0.000675455087943543
"3816" "GoR" "Benthos" 2003 "Predator" "abundance" 0.504928007716884
"3817" "GoR" "Benthos" 2003 "Scavenger" "abundance" 0
"3818" "GoR" "Benthos" 2003 "Size" "abundance" 2.21023945433862
"3819" "GoR" "Benthos" 2003 "Suspension.feeder" "abundance" 0.000337727543971772
"3821" "GoR" "Benthos" 2003 "Top" "abundance" 0.992555528074886
"3828" "GoR" "Benthos" 2004 "Deposit.feeder" "abundance" 0.450344900215892
"3829" "GoR" "Benthos" 2004 "Direct.dvlpt" "abundance" 0.906126586277711
"3830" "GoR" "Benthos" 2004 "Epibenthic" "abundance" 0.00281054183560634
"3834" "GoR" "Benthos" 2004 "Lecitotrophic" "abundance" 0.0937812648096467
"3836" "GoR" "Benthos" 2004 "Middle" "abundance" 0.0309938918435048
"3837" "GoR" "Benthos" 2004 "Planktotrophic" "abundance" 0
"3838" "GoR" "Benthos" 2004 "Predator" "abundance" 0.546890632404823
"3839" "GoR" "Benthos" 2004 "Scavenger" "abundance" 0.00276446737928492
"3840" "GoR" "Benthos" 2004 "Size" "abundance" 2.06697398137172
"3841" "GoR" "Benthos" 2004 "Suspension.feeder" "abundance" 0
"3843" "GoR" "Benthos" 2004 "Top" "abundance" 0.934263861829288
"3850" "GoR" "Benthos" 2006 "Deposit.feeder" "abundance" 0.25201107029505
"3851" "GoR" "Benthos" 2006 "Direct.dvlpt" "abundance" 0.896105917756755
"3852" "GoR" "Benthos" 2006 "Epibenthic" "abundance" 0.21653487439844
"3856" "GoR" "Benthos" 2006 "Lecitotrophic" "abundance" 0.0629326214392755
"3858" "GoR" "Benthos" 2006 "Middle" "abundance" 0.0412484954769458
"3859" "GoR" "Benthos" 2006 "Planktotrophic" "abundance" 0.040936949977714
"3860" "GoR" "Benthos" 2006 "Predator" "abundance" 0.510997835730781
"3861" "GoR" "Benthos" 2006 "Scavenger" "abundance" 0.216522618985312
"3862" "GoR" "Benthos" 2006 "Size" "abundance" 2.91335123964766
"3863" "GoR" "Benthos" 2006 "Suspension.feeder" "abundance" 0.020468474988857
"3865" "GoR" "Benthos" 2006 "Top" "abundance" 0.720807283422133
"3872" "GoR" "Benthos" 2007 "Deposit.feeder" "abundance" 0.0938134244778224
"3873" "GoR" "Benthos" 2007 "Direct.dvlpt" "abundance" 0.7602455195078
"3874" "GoR" "Benthos" 2007 "Epibenthic" "abundance" 0.286861366177793
"3878" "GoR" "Benthos" 2007 "Lecitotrophic" "abundance" 0.238665338442869
"3880" "GoR" "Benthos" 2007 "Middle" "abundance" 0.0793041327108124
"3881" "GoR" "Benthos" 2007 "Planktotrophic" "abundance" 0.00107422229523065
"3882" "GoR" "Benthos" 2007 "Predator" "abundance" 0.618795558073819
"3883" "GoR" "Benthos" 2007 "Scavenger" "abundance" 0.286853906300743
"3884" "GoR" "Benthos" 2007 "Size" "abundance" 3.42838582486926
"3885" "GoR" "Benthos" 2007 "Suspension.feeder" "abundance" 0.000537111147615324
